child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
1.2666987869003223,-1.6711638540621154,0.40226638292583056,0.06458628889071244,-1.3689350998332595,0.4594156904525764,-1.5264547700815005,1.544053408946475,-1.462273182198292
-0.22099357231007521,-0.38007808256902326,0.034400494936856214,0.22687190411705893,0.012538194353932613,-0.15465938617753044,0.6217379765348754,-0.9928333404344045,-0.12113307398956882
0.2178335379781062,0.10560502364541495,-0.9911395222711433,-0.6105715852986862,0.23227507987904888,1.0597895407369144,0.6526978174972073,0.3131753437935242,-0.06319474398007931
1.5061856415835786,0.9430395992435658,-1.727642119072729,-0.026620761026152732,-0.408250928337507,1.512843068984453,-1.2390450022447779,1.6231276125533032,-0.21966580808852976
-0.637380468383937,0.3858504621756579,-0.16603048637412812,0.6415312179892987,0.5725827248602327,-0.7234415213915292,0.6995533303329359,-0.3680629322728336,0.609228294849413
-0.33969717553568457,-0.9231161970292207,0.5753384168803974,-1.6556379147297748,0.5538950511133657,1.4120224582825116,0.5453011199774135,-0.12070566014356245,0.49620722474917606
-0.14487683526780973,-0.7967624859292922,-0.8779298670956182,0.08252281939870161,-0.30744776766899906,0.27585961648701757,0.18324809528390584,-0.9325062997677709,-0.2811881624072361
-1.2771174545352444,-0.8622245910131009,0.7752173135998135,-1.2742204594235405,1.2828915959977476,-0.7931268305490198,1.5944567073951597,-0.6042069348110736,1.574088193209981
-1.3648066979504767,0.5926057053500566,1.4224748809269285,0.192452870424749,1.323552105171786,-0.8701535620744051,1.3197775854438771,-1.3410213025631308,1.506685294379978
0.5372208390845659,0.6930926949122994,-0.22593840730728962,-1.2886593248626974,0.417397850970781,0.8707299456270013,-0.3536030504778046,-0.6168385207162126,0.11708938450839673
-0.38300949757363967,-0.041719218414973364,0.506373393867025,0.010172859768124294,0.7343931061085116,-1.3327889640312789,0.25302616212823786,-0.6944294061854821,1.1632353733078626
-0.7923161118087113,1.1491334500140953,-0.6123947625293232,0.3239014459787582,1.2759602886847505,0.23727487876845565,0.5757114484186175,-0.3351480557829544,0.9619164884906322
0.7407931711870003,-1.1339853256494228,-1.333262001873663,-1.2102626792482647,-1.0746093780078316,0.20144154364278094,-0.19659107672192927,-0.1595252112438635,-1.2506757627479204
-0.35800604226051336,0.15129430988825968,0.532790463058919,0.23114939727040992,0.3786214523586999,-1.0400922476941776,0.6838792243747345,-0.802941682115661,0.7901635924561623
-1.1667018828887648,0.5960215635788887,-0.3363245669182169,0.8481071419492885,0.42819566223098293,0.9794988408867944,-0.19659107672192927,-1.252946167823229,0.1384934976203001
-1.3287415969027294,1.3328076871108936,1.3425924329153027,1.197217377684123,1.2759602886847505,-0.6226308675165945,1.2312663663497945,-0.6944294061854821,1.4702309047277224
-0.11145247359763406,0.8179937110334079,-0.510699934403707,0.5879832330502628,-0.17701004069016163,-0.7982973167621078,-0.07031342160304117,0.17636411819118722,-0.08144032695846753
1.4462074500945035,-0.6125801790483888,-1.0263543699334683,-0.302016578989534,-1.2833900897903656,-0.8668026714870161,-1.0967878457985387,1.4240209385333,-1.2506757627479204
0.6125743245147681,0.27149965699867634,-0.510699934403707,1.0641056319843099,-0.3414302251360933,0.05657751824429326,0.02099688331249361,-0.11114026959504993,-0.5423879520923337
0.6894958078392409,0.2201711675403068,-0.671199585915404,-0.4522591673605516,-0.47626891104545993,0.38903731021461796,-0.04447219285751086,0.5220390904067732,-0.6068563547362446
-0.9787577717844178,-0.2928883801072735,1.4487646129273608,0.3404953355005093,-0.005164019461261437,-0.7331057753060043,0.6995533303329359,-1.5873304275704403,-0.041067442809006954
0.794247442282024,0.3140718624737865,0.6399026593090142,0.3404953355005093,0.2582873025309442,0.4041879601866207,-1.4647253698456026,0.30589838006627523,0.17305911318153366
-0.06577043011398787,-1.5989138167129107,0.8609016012980055,-2.0432117063213764,0.33229521417496366,0.348388901103792,0.3097844967574482,-0.7752489327777841,0.5521381537329106
